cell_line,drug,RR_ref_oracle_vs_cos,RR_pop_oracle_vs_cos,G_oracle_vs_cos
RPMI-7951,Regorafenib,1.0,1.0,0.0
RPMI-7951,SBI-0640756,1.0,1.0,0.0
RPMI-7951,Sapanisertib,1.0,1.0,0.0
RPMI-7951,Sonidegib,1.0,1.0,0.0
RPMI-7951,TAK-733,1.0,1.0,0.0
RPMI-7951,TAK-901,1.0,1.0,0.0
RPMI-7951,Temuterkib,1.0,1.0,0.0
RPMI-7951,Tomivosertib,1.0,1.0,0.0
RPMI-7951,Torkinib,0.85,0.8666666666666666,0.0166666666666666
RPMI-7951,Trametinib,1.0,1.0,0.0
RPMI-7951,Tubulin inhibitor 6,0.6555555555555556,1.0,0.3444444444444444
RPMI-7951,Tucatinib,1.0,1.0,0.0
RPMI-7951,ULK-101,1.0,1.0,0.0
RPMI-7951,Vemurafenib,1.0,1.0,0.0
RPMI-7951,Volasertib,0.9,1.0,0.1
RPMI-7951,XRK3F2,0.9,1.0,0.1
RPMI-7951,c-Kit-IN-1,1.0,1.0,0.0
RPMI-7951,olaparib,1.0,1.0,0.0
RPMI-7951,palbociclib,1.0,1.0,0.0
RPMI-7951,venetoclax,1.0,1.0,0.0
RPMI-7951,vincristine,1.0,1.0,0.0
SHP-77,4EGI-1,1.0,1.0,0.0
SHP-77,9-ING-41,0.8666666666666666,1.0,0.1333333333333333
SHP-77,APTO-253,0.9,1.0,0.1
SHP-77,AT7519,1.0,1.0,0.0
SHP-77,AZD-7648,1.0,1.0,0.0
SHP-77,AZD-8055,0.8,1.0,0.2
SHP-77,AZD1390,1.0,1.0,0.0
SHP-77,AZD2858,1.0,1.0,0.0
SHP-77,Abemaciclib,1.0,1.0,0.0
SHP-77,Adagrasib,0.7666666666666666,1.0,0.2333333333333333
SHP-77,Afatinib,1.0,1.0,0.0
SHP-77,Alpelisib,1.0,1.0,0.0
SHP-77,Anastrozole,1.0,1.0,0.0
SHP-77,BAY1125976,1.0,1.0,0.0
SHP-77,BI-3406,1.0,1.0,0.0
SHP-77,BI-78D3,0.4566666666666666,0.7666666666666666,0.31
SHP-77,Belumosudil (mesylate),1.0,1.0,0.0
SHP-77,Belzutifan,1.0,1.0,0.0
SHP-77,Bentamapimod,0.8,1.0,0.2
SHP-77,Bimiralisib,1.0,1.0,0.0
SHP-77,Binimetinib,0.9,1.0,0.1
SHP-77,Bortezomib,1.0,1.0,0.0
SHP-77,Brivudine,1.0,1.0,0.0
SHP-77,CP21R7,0.1939560439560439,0.625,0.431043956043956
SHP-77,Capivasertib,0.49,0.8666666666666666,0.3766666666666666
SHP-77,Capmatinib,1.0,1.0,0.0
SHP-77,Celecoxib,0.4653968253968253,0.7666666666666666,0.3012698412698412
SHP-77,DT-061,0.45,0.9,0.45
SHP-77,DTP3,1.0,1.0,0.0
SHP-77,Dabrafenib,1.0,1.0,0.0
SHP-77,ERK5-IN-2,1.0,1.0,0.0
SHP-77,ETC-206,0.6166666666666666,0.7666666666666666,0.15
SHP-77,EX229,1.0,1.0,0.0
SHP-77,Elimusertib hydrochloride,1.0,1.0,0.0
SHP-77,Encorafenib,1.0,1.0,0.0
SHP-77,Erdafitinib ,0.7,1.0,0.3
SHP-77,Everolimus,1.0,1.0,0.0
SHP-77,Futibatinib,1.0,1.0,0.0
SHP-77,GSK1059615,1.0,1.0,0.0
SHP-77,Gemcitabine,0.5900000000000001,0.8,0.21
SHP-77,HI-TOPK-032,1.0,1.0,0.0
SHP-77,Hydroxyfasudil,1.0,1.0,0.0
SHP-77,IQ 1,1.0,1.0,0.0
SHP-77,Infigratinib,1.0,1.0,0.0
SHP-77,Ipatasertib,1.0,1.0,0.0
SHP-77,Irinotecan,1.0,1.0,0.0
SHP-77,Ixazomib,1.0,1.0,0.0
SHP-77,LB-100,1.0,1.0,0.0
SHP-77,LJI308,1.0,0.9,-0.1
SHP-77,LY2090314,1.0,1.0,0.0
SHP-77,Lapatinib ditosylate,0.8666666666666666,1.0,0.1333333333333333
SHP-77,Lonafarnib,1.0,1.0,0.0
SHP-77,MK-3903,0.9,0.9,0.0
SHP-77,MK-8353,0.5566666666666666,0.9,0.3433333333333334
SHP-77,ML264,0.6666666666666666,0.6666666666666666,0.0
SHP-77,Methylprednisolone succinate,0.9,0.8666666666666666,-0.0333333333333333
SHP-77,Minodronic acid,0.9,0.9,0.0
SHP-77,NG25,1.0,1.0,0.0
SHP-77,NVP-BHG712,0.8666666666666666,0.9,0.0333333333333333
SHP-77,OTS514,1.0,1.0,0.0
SHP-77,Oleic acid,0.7166666666666666,0.8333333333333333,0.1166666666666666
SHP-77,Oxaliplatin,1.0,0.9,-0.1
SHP-77,PF-06260933,1.0,1.0,0.0
SHP-77,PH-797804,1.0,1.0,0.0
SHP-77,Paclitaxel,1.0,1.0,0.0
SHP-77,Pemigatinib,0.5833333333333333,0.6333333333333333,0.0499999999999999
SHP-77,Pimitespib,0.8666666666666666,0.8,-0.0666666666666666
SHP-77,Pralsetinib,1.0,1.0,0.0
SHP-77,RMC-6236,1.0,1.0,0.0
SHP-77,Ralimetinib dimesylate,0.9,0.9,0.0
SHP-77,Regorafenib,0.6666666666666666,1.0,0.3333333333333333
SHP-77,SBI-0640756,1.0,1.0,0.0
SHP-77,Sapanisertib,1.0,1.0,0.0
SHP-77,Sonidegib,0.132051282051282,0.4352380952380952,0.3031868131868132
SHP-77,TAK-733,1.0,1.0,0.0
SHP-77,TAK-901,1.0,1.0,0.0
SHP-77,Temuterkib,0.8,1.0,0.2
SHP-77,Tomivosertib,1.0,1.0,0.0
SHP-77,Torkinib,0.9,1.0,0.1
SHP-77,Trametinib,1.0,1.0,0.0
SHP-77,Tubulin inhibitor 6,0.6952380952380952,1.0,0.3047619047619048
SHP-77,Tucatinib,0.9,0.7666666666666666,-0.1333333333333333
SHP-77,ULK-101,1.0,1.0,0.0
SHP-77,Vemurafenib,0.8400000000000001,1.0,0.16
SHP-77,Volasertib,0.4666666666666666,0.8,0.3333333333333333
SHP-77,XRK3F2,1.0,1.0,0.0
SHP-77,c-Kit-IN-1,1.0,1.0,0.0
SHP-77,olaparib,1.0,1.0,0.0
SHP-77,palbociclib,1.0,1.0,0.0
SHP-77,venetoclax,1.0,1.0,0.0
SHP-77,vincristine,1.0,1.0,0.0
SK-MEL-2,4EGI-1,1.0,1.0,0.0
SK-MEL-2,9-ING-41,0.6666666666666666,1.0,0.3333333333333333
SK-MEL-2,APTO-253,0.8166666666666667,0.75,-0.0666666666666666
SK-MEL-2,AT7519,1.0,1.0,0.0
SK-MEL-2,AZD-7648,1.0,1.0,0.0
SK-MEL-2,AZD-8055,1.0,1.0,0.0
SK-MEL-2,AZD1390,1.0,1.0,0.0
SK-MEL-2,AZD2858,0.4848484848484848,0.4952380952380952,0.0103896103896103
SK-MEL-2,Abemaciclib,1.0,1.0,0.0
SK-MEL-2,Adagrasib,1.0,1.0,0.0
SK-MEL-2,Afatinib,1.0,1.0,0.0
SK-MEL-2,Alpelisib,0.5166666666666667,1.0,0.4833333333333334
SK-MEL-2,Anastrozole,1.0,1.0,0.0
SK-MEL-2,BAY1125976,1.0,1.0,0.0
SK-MEL-2,BI-3406,0.8666666666666666,1.0,0.1333333333333333
SK-MEL-2,BI-78D3,0.55,0.9,0.35
SK-MEL-2,Belumosudil (mesylate),1.0,1.0,0.0
SK-MEL-2,Belzutifan,1.0,1.0,0.0
SK-MEL-2,Bentamapimod,1.0,0.9,-0.1
SK-MEL-2,Bimiralisib,1.0,1.0,0.0
SK-MEL-2,Binimetinib,1.0,1.0,0.0
SK-MEL-2,Brivudine,1.0,1.0,0.0
SK-MEL-2,CP21R7,0.5450980392156863,0.7285714285714285,0.1834733893557422
SK-MEL-2,Capivasertib,0.9,1.0,0.1
SK-MEL-2,Capmatinib,1.0,1.0,0.0
SK-MEL-2,Celecoxib,0.5700000000000001,1.0,0.43
SK-MEL-2,DT-061,0.8,1.0,0.2
SK-MEL-2,DTP3,1.0,1.0,0.0
SK-MEL-2,Dabrafenib,1.0,1.0,0.0
SK-MEL-2,ERK5-IN-2,1.0,1.0,0.0
SK-MEL-2,ETC-206,0.6722222222222223,0.7285714285714285,0.0563492063492063
SK-MEL-2,EX229,1.0,1.0,0.0
SK-MEL-2,Elimusertib hydrochloride,0.9,0.9,0.0
SK-MEL-2,Encorafenib,1.0,1.0,0.0
SK-MEL-2,Erdafitinib ,0.6733333333333333,0.7166666666666666,0.0433333333333333
SK-MEL-2,Everolimus,0.85,0.8,-0.05
SK-MEL-2,Futibatinib,1.0,1.0,0.0
SK-MEL-2,GSK1059615,1.0,1.0,0.0
SK-MEL-2,Gemcitabine,1.0,1.0,0.0
SK-MEL-2,HI-TOPK-032,1.0,1.0,0.0
SK-MEL-2,Hydroxyfasudil,0.9,1.0,0.1
SK-MEL-2,IQ 1,1.0,1.0,0.0
SK-MEL-2,Infigratinib,1.0,1.0,0.0
SK-MEL-2,Ipatasertib,1.0,1.0,0.0
SK-MEL-2,Irinotecan,1.0,1.0,0.0
SK-MEL-2,Ixazomib,1.0,1.0,0.0
SK-MEL-2,LB-100,1.0,1.0,0.0
SK-MEL-2,LJI308,1.0,0.6952380952380952,-0.3047619047619048
SK-MEL-2,LY-2584702 (tosylate salt),1.0,1.0,0.0
SK-MEL-2,LY2090314,1.0,0.9,-0.1
SK-MEL-2,Lapatinib ditosylate,0.7666666666666667,1.0,0.2333333333333333
SK-MEL-2,MK-3903,1.0,1.0,0.0
SK-MEL-2,MK-8353,0.8,1.0,0.2
SK-MEL-2,ML264,0.9,0.8666666666666666,-0.0333333333333333
SK-MEL-2,Methylprednisolone succinate,0.5833333333333333,0.7,0.1166666666666666
SK-MEL-2,Minodronic acid,0.9,0.9,0.0
SK-MEL-2,NG25,1.0,1.0,0.0
SK-MEL-2,NVP-BHG712,1.0,1.0,0.0
SK-MEL-2,OTS514,1.0,1.0,0.0
SK-MEL-2,Oleic acid,0.6,0.75,0.15
SK-MEL-2,Oxaliplatin,1.0,1.0,0.0
SK-MEL-2,PF-06260933,1.0,1.0,0.0
SK-MEL-2,PH-797804,1.0,1.0,0.0
SK-MEL-2,Paclitaxel,1.0,1.0,0.0
SK-MEL-2,Pemigatinib,0.5733333333333334,0.7666666666666667,0.1933333333333333
SK-MEL-2,Pimitespib,0.6333333333333333,1.0,0.3666666666666667
SK-MEL-2,Pralsetinib,1.0,1.0,0.0
SK-MEL-2,RMC-6236,1.0,1.0,0.0
SK-MEL-2,Ralimetinib dimesylate,1.0,1.0,0.0
SK-MEL-2,Regorafenib,1.0,1.0,0.0
SK-MEL-2,SBI-0640756,0.9,1.0,0.1
SK-MEL-2,Sapanisertib,1.0,1.0,0.0
SK-MEL-2,Sonidegib,1.0,1.0,0.0
SK-MEL-2,TAK-733,1.0,1.0,0.0
SK-MEL-2,TAK-901,1.0,1.0,0.0
SK-MEL-2,Temuterkib,1.0,1.0,0.0
SK-MEL-2,Tomivosertib,1.0,1.0,0.0
SK-MEL-2,Torkinib,0.9,0.9,0.0
SK-MEL-2,Trametinib,1.0,1.0,0.0
SK-MEL-2,Tubulin inhibitor 6,0.6476190476190476,1.0,0.3523809523809523
SK-MEL-2,Tucatinib,1.0,1.0,0.0
SK-MEL-2,ULK-101,1.0,1.0,0.0
SK-MEL-2,Vemurafenib,0.6,0.9,0.3
SK-MEL-2,Volasertib,0.8666666666666666,0.8333333333333333,-0.0333333333333333
SK-MEL-2,XRK3F2,1.0,1.0,0.0
SK-MEL-2,c-Kit-IN-1,1.0,1.0,0.0
SK-MEL-2,olaparib,0.9,0.9,0.0
SK-MEL-2,palbociclib,1.0,1.0,0.0
SK-MEL-2,venetoclax,1.0,1.0,0.0
SK-MEL-2,vincristine,1.0,1.0,0.0
SNU-1,4EGI-1,1.0,1.0,0.0
SNU-1,9-ING-41,0.5066666666666666,0.9,0.3933333333333333
SNU-1,APTO-253,0.9,1.0,0.1
SNU-1,AT7519,0.253030303030303,0.9,0.646969696969697
SNU-1,AZD-7648,0.9,0.9,0.0
SNU-1,AZD-8055,1.0,1.0,0.0
SNU-1,AZD1390,0.8666666666666666,0.9,0.0333333333333333
SNU-1,AZD2858,0.234074074074074,0.335,0.1009259259259259
SNU-1,Abemaciclib,1.0,1.0,0.0
SNU-1,Adagrasib,0.85,0.825,-0.025
SNU-1,Afatinib,1.0,1.0,0.0
SNU-1,Alpelisib,0.3,0.9,0.6
SNU-1,Anastrozole,0.5666666666666667,0.75,0.1833333333333333
SNU-1,BAY1125976,1.0,1.0,0.0
SNU-1,BI-3406,0.75,0.9,0.15
SNU-1,BI-78D3,0.67,1.0,0.3299999999999999
SNU-1,Belumosudil (mesylate),1.0,1.0,0.0
SNU-1,Belzutifan,1.0,1.0,0.0
SNU-1,Bentamapimod,0.7333333333333333,0.7666666666666666,0.0333333333333333
SNU-1,Bimiralisib,1.0,1.0,0.0
SNU-1,Binimetinib,0.8,1.0,0.2
SNU-1,Bortezomib,1.0,1.0,0.0
SNU-1,Brivudine,1.0,1.0,0.0
SNU-1,CP21R7,0.332070707070707,0.7666666666666666,0.4345959595959596
SNU-1,Capivasertib,0.5222222222222223,0.8333333333333334,0.3111111111111111
SNU-1,Capmatinib,0.6666666666666666,0.8,0.1333333333333333
SNU-1,Celecoxib,0.7066666666666667,0.7666666666666666,0.06
SNU-1,DT-061,0.9,1.0,0.1
SNU-1,DTP3,0.7051282051282051,0.7142857142857142,0.0091575091575091
SNU-1,Dabrafenib,1.0,1.0,0.0
SNU-1,ERK5-IN-2,1.0,1.0,0.0
SNU-1,ETC-206,0.2897052014199722,0.5761904761904761,0.286485274770504
SNU-1,EX229,1.0,1.0,0.0
SNU-1,Elimusertib hydrochloride,1.0,1.0,0.0
SNU-1,Encorafenib,1.0,1.0,0.0
SNU-1,Erdafitinib ,0.6166666666666667,0.8666666666666666,0.25
SNU-1,Everolimus,0.725,1.0,0.275
SNU-1,Futibatinib,0.8,0.9,0.1
SNU-1,GSK1059615,1.0,1.0,0.0
SNU-1,Gemcitabine,0.5119047619047619,0.6952380952380952,0.1833333333333333
SNU-1,HI-TOPK-032,1.0,1.0,0.0
SNU-1,Hydroxyfasudil,0.2952380952380952,0.74,0.4447619047619048
SNU-1,IQ 1,1.0,1.0,0.0
SNU-1,Infigratinib,1.0,1.0,0.0
SNU-1,Ipatasertib,1.0,1.0,0.0
SNU-1,Irinotecan,1.0,1.0,0.0
SNU-1,Ixazomib,1.0,0.8666666666666666,-0.1333333333333333
SNU-1,LB-100,0.6583333333333333,0.9,0.2416666666666667
SNU-1,LJI308,1.0,1.0,0.0
SNU-1,LY2090314,0.3953846153846153,0.7142857142857142,0.3189010989010989
SNU-1,Lapatinib ditosylate,0.2947222222222222,0.7,0.4052777777777777
SNU-1,MK-3903,0.6285714285714286,1.0,0.3714285714285714
SNU-1,MK-8353,0.6507936507936508,0.75,0.0992063492063492
SNU-1,ML264,0.9,1.0,0.1
SNU-1,Methylprednisolone succinate,1.0,1.0,0.0
SNU-1,Minodronic acid,0.8,0.8,0.0
SNU-1,NG25,1.0,1.0,0.0
SNU-1,NVP-BHG712,0.45,0.8,0.35
SNU-1,OTS514,0.9,1.0,0.1
SNU-1,Oleic acid,0.6666666666666666,0.74,0.0733333333333333
SNU-1,Oxaliplatin,1.0,1.0,0.0
SNU-1,PF-06260933,1.0,1.0,0.0
SNU-1,PH-797804,1.0,1.0,0.0
SNU-1,Paclitaxel,1.0,1.0,0.0
SNU-1,Pemigatinib,0.2261904761904762,0.5396825396825397,0.3134920634920635
SNU-1,Pimitespib,0.665,0.8666666666666666,0.2016666666666666
SNU-1,Pralsetinib,1.0,1.0,0.0
SNU-1,RMC-6236,1.0,1.0,0.0
SNU-1,Ralimetinib dimesylate,1.0,0.8,-0.2
SNU-1,Regorafenib,1.0,1.0,0.0
SNU-1,SBI-0640756,1.0,1.0,0.0
SNU-1,Sapanisertib,1.0,1.0,0.0
SNU-1,TAK-733,1.0,1.0,0.0
SNU-1,TAK-901,1.0,1.0,0.0
SNU-1,Temuterkib,0.5666666666666667,0.9,0.3333333333333333
SNU-1,Tomivosertib,1.0,1.0,0.0
SNU-1,Torkinib,0.3279365079365078,0.4509956709956709,0.123059163059163
SNU-1,Trametinib,0.85,0.9,0.05
SNU-1,Tubulin inhibitor 6,0.72,0.85,0.13
SNU-1,Tucatinib,0.9,0.7666666666666666,-0.1333333333333333
SNU-1,ULK-101,0.8,1.0,0.2
SNU-1,Vemurafenib,0.6181818181818182,1.0,0.3818181818181818
SNU-1,Volasertib,0.3367763157894737,0.7666666666666666,0.4298903508771929
SNU-1,XRK3F2,1.0,1.0,0.0
SNU-1,c-Kit-IN-1,1.0,1.0,0.0
SNU-1,olaparib,1.0,0.9,-0.1
SNU-1,palbociclib,1.0,1.0,0.0
SNU-1,venetoclax,1.0,1.0,0.0
SNU-1,vincristine,1.0,1.0,0.0
SNU-423,4EGI-1,1.0,1.0,0.0
SNU-423,9-ING-41,1.0,1.0,0.0
SNU-423,APTO-253,1.0,1.0,0.0
SNU-423,AT7519,1.0,1.0,0.0
SNU-423,AZD-7648,1.0,1.0,0.0
SNU-423,AZD-8055,1.0,1.0,0.0
SNU-423,AZD1390,1.0,1.0,0.0
SNU-423,AZD2858,0.8666666666666666,1.0,0.1333333333333333
SNU-423,Abemaciclib,1.0,1.0,0.0
SNU-423,Adagrasib,1.0,1.0,0.0
SNU-423,Afatinib,1.0,1.0,0.0
SNU-423,Alpelisib,1.0,1.0,0.0
SNU-423,Anastrozole,1.0,1.0,0.0
SNU-423,BAY1125976,1.0,1.0,0.0
SNU-423,BI-3406,1.0,1.0,0.0
SNU-423,BI-78D3,1.0,1.0,0.0
SNU-423,Belumosudil (mesylate),1.0,1.0,0.0
SNU-423,Belzutifan,1.0,1.0,0.0
SNU-423,Bentamapimod,0.9,1.0,0.1
SNU-423,Bimiralisib,1.0,1.0,0.0
SNU-423,Binimetinib,1.0,1.0,0.0
SNU-423,Bortezomib,1.0,1.0,0.0
SNU-423,Brivudine,1.0,1.0,0.0
SNU-423,CP21R7,1.0,1.0,0.0
SNU-423,Capivasertib,1.0,1.0,0.0
SNU-423,Capmatinib,1.0,1.0,0.0
SNU-423,Celecoxib,1.0,1.0,0.0
SNU-423,DT-061,1.0,1.0,0.0
SNU-423,DTP3,1.0,1.0,0.0
SNU-423,Dabrafenib,1.0,1.0,0.0
SNU-423,ERK5-IN-2,1.0,1.0,0.0
SNU-423,ETC-206,1.0,1.0,0.0
SNU-423,EX229,1.0,1.0,0.0
SNU-423,Elimusertib hydrochloride,1.0,1.0,0.0
SNU-423,Encorafenib,1.0,1.0,0.0
SNU-423,Erdafitinib ,1.0,1.0,0.0
SNU-423,Everolimus,1.0,1.0,0.0
SNU-423,Futibatinib,1.0,1.0,0.0
SNU-423,GSK1059615,1.0,1.0,0.0
SNU-423,Gemcitabine,1.0,1.0,0.0
SNU-423,HI-TOPK-032,1.0,1.0,0.0
SNU-423,Hydroxyfasudil,1.0,1.0,0.0
SNU-423,IQ 1,1.0,1.0,0.0
SNU-423,Infigratinib,1.0,1.0,0.0
SNU-423,Ipatasertib,1.0,1.0,0.0
SNU-423,Irinotecan,1.0,1.0,0.0
SNU-423,Ixazomib,1.0,1.0,0.0
SNU-423,LB-100,0.9,0.9,0.0
SNU-423,LJI308,1.0,1.0,0.0
SNU-423,LY-2584702 (tosylate salt),1.0,1.0,0.0
SNU-423,LY2090314,1.0,1.0,0.0
SNU-423,Lapatinib ditosylate,1.0,1.0,0.0
SNU-423,Lonafarnib,1.0,1.0,0.0
SNU-423,MK-3903,1.0,1.0,0.0
SNU-423,MK-8353,0.9,1.0,0.1
SNU-423,ML264,1.0,1.0,0.0
SNU-423,Methylprednisolone succinate,0.8666666666666666,1.0,0.1333333333333333
SNU-423,Minodronic acid,0.9,1.0,0.1
SNU-423,NG25,1.0,1.0,0.0
SNU-423,NVP-BHG712,1.0,1.0,0.0
SNU-423,OTS514,1.0,1.0,0.0
SNU-423,Oleic acid,0.9,1.0,0.1
SNU-423,Oxaliplatin,1.0,1.0,0.0
SNU-423,PF-06260933,1.0,1.0,0.0
SNU-423,PH-797804,1.0,1.0,0.0
SNU-423,Paclitaxel,1.0,1.0,0.0
SNU-423,Pemigatinib,1.0,1.0,0.0
SNU-423,Pimitespib,1.0,1.0,0.0
SNU-423,Pralsetinib,1.0,1.0,0.0
SNU-423,RMC-6236,1.0,1.0,0.0
SNU-423,Ralimetinib dimesylate,1.0,0.9,-0.1
SNU-423,Regorafenib,1.0,1.0,0.0
SNU-423,SBI-0640756,1.0,1.0,0.0
SNU-423,Sapanisertib,1.0,1.0,0.0
SNU-423,Sonidegib,1.0,1.0,0.0
SNU-423,TAK-733,1.0,1.0,0.0
SNU-423,TAK-901,1.0,1.0,0.0
SNU-423,Temuterkib,1.0,1.0,0.0
SNU-423,Tomivosertib,1.0,1.0,0.0
SNU-423,Torkinib,1.0,1.0,0.0
SNU-423,Trametinib,1.0,1.0,0.0
SNU-423,Tubulin inhibitor 6,1.0,1.0,0.0
SNU-423,Tucatinib,1.0,0.9,-0.1
SNU-423,ULK-101,0.9,1.0,0.1
SNU-423,Vemurafenib,0.8666666666666666,1.0,0.1333333333333333
SNU-423,Volasertib,0.9,1.0,0.1
SNU-423,XRK3F2,1.0,1.0,0.0
SNU-423,c-Kit-IN-1,1.0,1.0,0.0
SNU-423,olaparib,1.0,1.0,0.0
SNU-423,palbociclib,1.0,1.0,0.0
SNU-423,venetoclax,1.0,1.0,0.0
SNU-423,vincristine,1.0,1.0,0.0
SW 900,4EGI-1,1.0,1.0,0.0
SW 900,9-ING-41,0.85,1.0,0.15
SW 900,APTO-253,1.0,1.0,0.0
SW 900,AT7519,1.0,0.9,-0.1
SW 900,AZD-7648,1.0,1.0,0.0
SW 900,AZD-8055,1.0,1.0,0.0
SW 900,AZD1390,1.0,1.0,0.0
SW 900,AZD2858,0.9,1.0,0.1
SW 900,Abemaciclib,1.0,1.0,0.0
SW 900,Adagrasib,0.9,1.0,0.1
SW 900,Afatinib,1.0,1.0,0.0
SW 900,Alpelisib,1.0,1.0,0.0
SW 900,Anastrozole,1.0,1.0,0.0
SW 900,BAY1125976,1.0,1.0,0.0
SW 900,BI-3406,1.0,1.0,0.0
SW 900,BI-78D3,0.5066666666666666,1.0,0.4933333333333333
SW 900,Belumosudil (mesylate),1.0,1.0,0.0
SW 900,Belzutifan,1.0,1.0,0.0
SW 900,Bentamapimod,1.0,1.0,0.0
SW 900,Bimiralisib,1.0,1.0,0.0
SW 900,Binimetinib,1.0,1.0,0.0
SW 900,Bortezomib,1.0,1.0,0.0
SW 900,Brivudine,1.0,1.0,0.0
SW 900,CP21R7,1.0,1.0,0.0
SW 900,Capivasertib,1.0,1.0,0.0
SW 900,Capmatinib,1.0,1.0,0.0
SW 900,Celecoxib,0.5566666666666666,0.7333333333333333,0.1766666666666666
SW 900,DT-061,0.8,1.0,0.2
SW 900,DTP3,1.0,1.0,0.0
SW 900,Dabrafenib,1.0,1.0,0.0
SW 900,ERK5-IN-2,1.0,1.0,0.0
SW 900,ETC-206,0.6848484848484848,0.75,0.0651515151515151
SW 900,EX229,1.0,1.0,0.0
SW 900,Elimusertib hydrochloride,1.0,1.0,0.0
SW 900,Encorafenib,1.0,1.0,0.0
SW 900,Erdafitinib ,0.9,0.9,0.0
SW 900,Everolimus,1.0,1.0,0.0
SW 900,Futibatinib,1.0,1.0,0.0
SW 900,GSK1059615,1.0,1.0,0.0
SW 900,Gemcitabine,1.0,1.0,0.0
SW 900,HI-TOPK-032,1.0,1.0,0.0
SW 900,Hydroxyfasudil,0.8666666666666666,0.8666666666666666,0.0
SW 900,IQ 1,1.0,1.0,0.0
SW 900,Infigratinib,1.0,1.0,0.0
SW 900,Ipatasertib,1.0,1.0,0.0
SW 900,Irinotecan,1.0,1.0,0.0
SW 900,Ixazomib,1.0,1.0,0.0
SW 900,LB-100,0.7166666666666667,0.9,0.1833333333333333
SW 900,LJI308,1.0,0.9,-0.1
SW 900,LY-2584702 (tosylate salt),1.0,1.0,0.0
SW 900,LY2090314,1.0,1.0,0.0
SW 900,Lapatinib ditosylate,0.7066666666666667,0.7666666666666666,0.06
SW 900,MK-3903,1.0,1.0,0.0
SW 900,MK-8353,1.0,1.0,0.0
SW 900,ML264,1.0,1.0,0.0
SW 900,Methylprednisolone succinate,1.0,1.0,0.0
SW 900,Minodronic acid,0.9,1.0,0.1
SW 900,NG25,1.0,1.0,0.0
SW 900,NVP-BHG712,1.0,1.0,0.0
SW 900,OTS514,1.0,1.0,0.0
SW 900,Oleic acid,0.9,1.0,0.1
SW 900,Oxaliplatin,0.8333333333333333,1.0,0.1666666666666666
SW 900,PF-06260933,1.0,1.0,0.0
SW 900,PH-797804,1.0,1.0,0.0
SW 900,Paclitaxel,1.0,1.0,0.0
SW 900,Pemigatinib,0.8666666666666666,1.0,0.1333333333333333
SW 900,Pimitespib,0.9,1.0,0.1
SW 900,Pralsetinib,1.0,1.0,0.0
SW 900,RMC-6236,1.0,1.0,0.0
SW 900,Ralimetinib dimesylate,1.0,1.0,0.0
SW 900,Regorafenib,1.0,1.0,0.0
SW 900,SBI-0640756,1.0,1.0,0.0
SW 900,Sapanisertib,1.0,1.0,0.0
SW 900,Sonidegib,1.0,1.0,0.0
SW 900,TAK-733,1.0,1.0,0.0
SW 900,TAK-901,1.0,1.0,0.0
SW 900,Temuterkib,0.9,1.0,0.1
SW 900,Tomivosertib,1.0,1.0,0.0
SW 900,Torkinib,1.0,0.9,-0.1
SW 900,Trametinib,1.0,1.0,0.0
SW 900,Tubulin inhibitor 6,1.0,1.0,0.0
SW 900,Tucatinib,0.8666666666666666,0.9,0.0333333333333333
SW 900,ULK-101,1.0,1.0,0.0
SW 900,Vemurafenib,1.0,1.0,0.0
SW 900,Volasertib,0.8400000000000001,1.0,0.16
SW 900,XRK3F2,1.0,1.0,0.0
SW 900,c-Kit-IN-1,1.0,1.0,0.0
SW 900,olaparib,1.0,1.0,0.0
SW 900,palbociclib,1.0,1.0,0.0
SW 900,venetoclax,1.0,1.0,0.0
SW 900,vincristine,1.0,1.0,0.0
SW1417,4EGI-1,1.0,1.0,0.0
SW1417,9-ING-41,0.7166666666666666,1.0,0.2833333333333333
SW1417,APTO-253,1.0,1.0,0.0
SW1417,AT7519,1.0,1.0,0.0
SW1417,AZD-7648,1.0,1.0,0.0
SW1417,AZD-8055,0.9,1.0,0.1
SW1417,AZD1390,1.0,1.0,0.0
SW1417,AZD2858,0.75,1.0,0.25
SW1417,Abemaciclib,1.0,1.0,0.0
SW1417,Adagrasib,1.0,1.0,0.0
SW1417,Afatinib,1.0,1.0,0.0
SW1417,Alpelisib,0.9,1.0,0.1
SW1417,Anastrozole,1.0,1.0,0.0
SW1417,BAY1125976,0.9,1.0,0.1
SW1417,BI-3406,0.4833333333333333,1.0,0.5166666666666667
SW1417,BI-78D3,0.6066666666666667,0.8666666666666666,0.26
SW1417,Belumosudil (mesylate),1.0,1.0,0.0
SW1417,Belzutifan,1.0,1.0,0.0
SW1417,Bentamapimod,0.8666666666666666,0.9,0.0333333333333333
SW1417,Bimiralisib,1.0,1.0,0.0
SW1417,Binimetinib,1.0,1.0,0.0
SW1417,Bortezomib,1.0,1.0,0.0
SW1417,Brivudine,1.0,1.0,0.0
SW1417,CP21R7,0.5833333333333333,0.9,0.3166666666666667
SW1417,Capivasertib,0.6625,0.8333333333333333,0.1708333333333333
SW1417,Capmatinib,0.9,1.0,0.1
SW1417,Celecoxib,1.0,1.0,0.0
SW1417,DT-061,0.7666666666666666,1.0,0.2333333333333333
SW1417,DTP3,1.0,1.0,0.0
SW1417,Dabrafenib,1.0,1.0,0.0
SW1417,ERK5-IN-2,1.0,1.0,0.0
