fpr,tpr
0.6958333333333333,1.0
0.6966666666666667,1.0
0.6970833333333334,1.0
0.6975,1.0
0.698125,1.0
0.6989583333333333,1.0
0.6991666666666667,1.0
0.6997916666666667,1.0
0.7,1.0
0.7004166666666667,1.0
0.70125,1.0
0.7016666666666667,1.0
0.7035416666666666,1.0
0.7039583333333334,1.0
0.704375,1.0
0.7045833333333333,1.0
0.705,1.0
0.7052083333333333,1.0
0.7058333333333333,1.0
0.7070833333333333,1.0
0.708125,1.0
0.7089583333333334,1.0
0.709375,1.0
0.71,1.0
0.7102083333333333,1.0
0.7108333333333333,1.0
0.7120833333333333,1.0
0.713125,1.0
0.7139583333333334,1.0
0.714375,1.0
0.715,1.0
0.7154166666666667,1.0
0.71625,1.0
0.7166666666666667,1.0
0.7185416666666666,1.0
0.7189583333333334,1.0
0.719375,1.0
0.7195833333333334,1.0
0.72,1.0
0.7202083333333333,1.0
0.7208333333333333,1.0
0.7220833333333333,1.0
0.723125,1.0
0.7239583333333334,1.0
0.724375,1.0
0.725,1.0
0.7254166666666667,1.0
0.72625,1.0
0.7266666666666667,1.0
0.7285416666666666,1.0
0.7289583333333334,1.0
0.729375,1.0
0.7295833333333334,1.0
0.73,1.0
0.730625,1.0
0.7308333333333333,1.0
0.7314583333333333,1.0
0.7316666666666667,1.0
0.7325,1.0
0.7335416666666666,1.0
0.7339583333333334,1.0
0.7341666666666666,1.0
